ID,churn,join_time,vip,product,expenditure,call,traffic,state,IMEI
400,0,2012/3/5,0,99005046,0.0,0.0,0.0,1.0,
401,0,2012/9/9,0,99003577,72.937,559.43,58.51,0.0,1328000.0
402,0,2011/11/30,0,99003576,104.803,119.02,5.64,5.0,
403,0,2014/9/8,0,25101,9.434,0.0,0.0,1.0,
404,0,2014/6/25,0,99003577,47.79,5.07,79.0,0.0,
405,0,2012/11/14,0,99104723,0.0,0.0,0.0,5.0,
406,0,2014/5/23,0,99003576,0.0,0.0,0.0,5.0,
407,0,2014/5/30,0,99005935,64.477,495.71,78.59,0.0,
408,0,2014/7/20,0,99114783,0.0,0.0,0.0,7.0,
409,1,2012/9/19,0,99005935,0.0,0.0,0.0,,
410,0,2013/3/26,0,99002144,0.0,0.0,0.0,5.0,
411,0,2012/7/10,0,99003576,88.824,554.29,0.58,0.0,35954005.0
412,1,2014/8/16,0,99112822,0.0,0.0,0.0,0.0,
413,0,2014/6/5,0,99005799,4.717,0.0,0.0,0.0,
414,0,2010/5/25,0,99002143,0.0,0.0,0.0,5.0,
415,0,2012/8/20,1,99002307,180.015,786.89,469.58,0.0,1327700.0
416,0,2013/10/4,0,99005044,35.816,46.98,170.38,0.0,35735705.0
417,0,2014/6/17,0,99114784,40.849,155.11,0.02,1.0,
418,0,2014/8/12,0,25101,9.999,3.69,0.0,1.0,
419,0,2010/5/15,0,99003577,0.0,0.0,0.0,1.0,
420,1,2014/1/13,0,99002158,0.0,0.0,0.0,6.0,
421,0,2014/8/6,0,99002147,43.82,29.75,52.95,0.0,86322302.0
422,0,2014/2/17,0,99005799,4.717,0.0,0.0,0.0,
423,0,2014/9/7,0,99112822,31.132,0.0,98.44,1.0,
424,0,2012/4/13,0,99005934,42.421,420.61,12.14,0.0,35419902.0
425,0,2014/10/18,0,99002138,46.514,20.42,158.21,0.0,35262506.0
426,0,2011/11/25,0,99003576,75.808,335.65,150.05,0.0,
427,0,2012/2/20,0,99002147,75.62,108.96,102.01,0.0,35794704.0
428,0,2014/9/7,0,99114783,19.232,14.44,165.63,1.0,
429,1,2013/12/23,0,99005935,0.0,0.0,0.0,6.0,
430,1,2014/8/8,0,99114783,0.0,0.0,0.0,0.0,
431,0,2014/1/21,0,700001,0.245,0.0,3.9,0.0,
432,0,2014/6/7,0,99003577,52.76,75.71,164.56,0.0,
433,1,2013/9/12,0,25210,0.0,0.0,0.0,,
434,0,2013/9/30,0,99112822,47.232,386.05,238.34,1.0,
435,0,2014/1/10,0,99005044,0.0,0.0,0.0,1.0,
436,0,2014/2/28,0,99003576,60.468,314.81,3.64,0.0,86207302.0
437,0,2014/6/1,0,99003577,42.197,1.26,0.0,0.0,86502202.0
438,0,2014/1/2,0,99112822,35.17,351.66,475.56,1.0,
439,0,2014/1/2,0,99005046,50.742,121.97,0.0,0.0,35837505.0
440,0,2014/4/21,0,99003576,62.755,941.11,0.0,0.0,86207302.0
441,0,2014/7/16,0,25101,9.434,0.0,0.0,1.0,
442,0,2014/1/10,0,99005935,45.066,153.21,53.39,0.0,
443,1,2014/4/24,0,99114782,0.0,0.0,0.0,0.0,
444,0,2014/7/22,0,25101,0.0,0.0,0.0,3.0,
445,0,2007/1/25,0,99005934,46.762,452.4,13.97,0.0,
446,0,2014/2/11,0,99114785,31.226,14.04,325.44,2.0,
447,1,2013/6/26,0,99002147,0.0,0.0,0.0,6.0,
448,1,2014/8/16,0,99112822,0.0,0.0,0.0,0.0,
449,0,2009/3/17,0,99003576,89.425,690.11,75.87,0.0,1313000.0
450,0,2014/7/3,0,25101,9.434,0.65,7.39,1.0,
451,0,2014/7/27,0,99005046,64.402,146.4,28.03,0.0,86497302.0
452,0,2014/6/19,0,99002138,0.0,0.0,0.0,5.0,
453,0,2014/6/15,0,25101,0.0,0.0,0.0,3.0,
454,0,2014/6/16,0,99116022,96.094,937.66,570.93,1.0,
455,0,2011/12/20,0,99005934,50.913,315.8,0.0,5.0,86516702.0
456,0,2014/6/9,0,700000,2.83,0.0,0.0,0.0,
457,0,2013/8/22,0,99106763,70.112,143.65,340.49,1.0,
458,0,2014/7/4,0,25101,0.0,0.0,0.0,3.0,
459,0,2012/5/16,0,3979,24.336,181.8,48.94,0.0,1367900.0
460,1,2013/8/23,0,99005934,0.0,0.0,0.0,6.0,
461,0,2014/7/29,0,99114783,0.0,0.0,0.0,3.0,
462,0,2014/1/1,0,99003576,87.822,631.15,0.0,0.0,86494500.0
463,0,2014/6/8,0,25101,9.434,0.0,0.0,1.0,
464,0,2011/4/7,0,99005046,44.402,349.33,2.36,0.0,1254900.0
465,0,2013/8/16,0,99005800,0.0,0.0,0.0,1.0,
466,1,2014/7/23,0,99114784,0.0,0.0,0.0,0.0,
467,0,2003/4/24,0,99114783,19.434,140.54,102.24,1.0,
468,0,2012/10/13,0,99002147,0.0,0.0,0.0,1.0,
469,0,2011/12/17,0,99005046,46.983,236.77,31.21,0.0,
470,1,2012/8/16,0,99002147,0.0,0.0,0.0,6.0,
471,1,2014/1/28,0,99114784,0.0,0.0,0.0,6.0,
472,0,2012/11/2,0,99003577,58.214,531.19,158.12,0.0,1294200.0
473,0,2013/2/22,0,99003577,60.411,0.0,0.0,5.0,
474,0,2014/6/25,0,99003577,43.57,252.6,0.0,0.0,
475,1,2014/4/30,0,99003577,41.802,0.0,0.0,6.0,
476,0,2013/8/15,0,99005934,44.601,185.64,15.95,0.0,35888204.0
477,0,2012/8/29,0,99002147,0.0,0.0,0.0,1.0,
478,0,2013/8/2,0,99106763,68.855,355.56,431.08,1.0,
479,1,2013/8/1,0,99106763,0.0,0.0,0.0,6.0,
480,0,2014/7/3,0,99003576,128.85,128.16,693.53,0.0,
481,1,2014/1/4,0,25210,0.0,0.0,0.0,,
482,0,2014/6/9,0,99114783,0.0,0.0,0.0,2.0,
483,0,2014/9/1,0,99114782,17.012,580.01,109.08,1.0,
484,0,2014/4/11,0,99003577,49.2,416.55,181.16,0.0,
485,0,2014/3/29,0,99114783,27.703,206.66,125.38,1.0,
486,0,2013/12/27,0,99003577,86.537,436.69,3.13,0.0,
487,0,2014/1/27,0,99002138,61.451,0.25,0.0,5.0,
488,0,2014/8/22,0,99002138,75.885,326.92,759.87,0.0,35274606.0
489,0,2014/6/30,0,99002138,89.384,0.0,0.0,5.0,
490,1,2014/2/25,0,99114784,0.0,0.0,0.0,0.0,
491,0,2014/1/10,0,99003576,63.267,495.6,80.31,0.0,86231402.0
492,0,2014/9/14,0,99114783,0.0,0.0,0.0,3.0,
493,1,2013/7/8,0,99106763,0.0,0.0,0.0,6.0,
494,1,2013/4/5,0,99005044,0.0,0.0,0.0,6.0,
495,0,2014/8/19,0,25101,0.0,0.0,0.0,3.0,
496,1,2014/1/19,0,99112822,0.0,0.0,0.0,6.0,
497,0,2013/12/30,0,99005934,29.313,3.52,0.0,0.0,
498,0,2014/8/25,0,99112822,36.792,149.31,1214.78,1.0,
499,1,2013/9/13,0,99106763,0.0,0.0,0.0,6.0,
500,0,2012/9/23,0,3979,0.0,0.0,0.0,1.0,
501,0,2012/7/6,0,99005935,168.925,957.6,125.22,0.0,
502,1,2013/7/4,0,99106763,0.0,0.0,0.0,6.0,
503,1,2012/8/22,0,99002147,0.0,0.0,0.0,6.0,
504,0,2003/6/13,0,99005044,62.924,578.72,118.41,0.0,1314200.0
505,0,2014/3/9,0,99005934,32.701,34.99,0.05,0.0,
506,0,2014/10/24,0,99003576,0.0,0.0,0.0,0.0,
507,0,2005/5/26,0,99005934,52.184,259.81,0.0,0.0,35290800.0
508,0,2014/6/19,0,99005934,30.525,9.32,0.0,0.0,
509,1,2013/10/29,0,99106763,0.0,0.0,0.0,6.0,
510,0,2014/7/16,0,99002138,61.544,124.52,192.73,0.0,
511,0,2014/6/2,0,99114783,0.0,0.0,0.0,2.0,
512,1,2014/8/7,0,99112822,0.0,0.0,0.0,0.0,
513,0,2008/1/14,0,3005,61.046,192.19,3.24,0.0,86577401.0
514,0,2012/8/29,0,99005046,0.0,0.0,0.0,5.0,
515,0,2013/2/7,0,99003579,0.0,0.0,0.0,1.0,
516,0,2014/10/1,0,99112822,75.467,111.9,553.67,1.0,
517,0,2014/1/24,0,99114785,4.189,0.0,0.0,7.0,
518,1,2014/9/28,0,99114783,0.0,0.0,0.0,0.0,
519,0,2010/11/8,0,99005934,0.0,632.43,181.84,0.0,86229702.0
520,0,2014/9/11,0,99003576,84.418,1176.96,183.15,0.0,86708901.0
521,0,2012/5/7,0,99003576,94.378,354.73,197.42,0.0,
522,1,2014/8/4,0,99112822,0.0,0.0,0.0,0.0,
523,0,2014/7/17,0,25101,0.0,0.0,0.0,3.0,
524,1,2013/12/22,0,99002147,0.0,0.0,0.0,6.0,
525,0,2014/7/1,0,99003576,53.517,411.14,538.94,0.0,86536902.0
526,0,2012/12/9,0,25101,0.135,0.0,0.0,7.0,
527,0,2014/3/1,0,99114784,0.0,0.0,0.0,2.0,
528,0,2012/3/31,0,99002307,182.558,58.76,4.12,0.0,1313000.0
529,1,2014/1/14,0,99114784,0.0,0.0,0.0,0.0,
530,0,2014/6/12,0,25101,0.0,0.0,0.0,3.0,
531,0,2014/7/16,0,99002147,42.843,20.02,3.85,0.0,86502202.0
532,1,2014/5/24,0,99114783,0.153,0.0,0.0,6.0,
533,1,2013/10/14,0,99005884,61.636,41.27,139.4,,35802605.0
534,0,2014/6/14,0,99002147,44.612,57.77,620.35,0.0,35206806.0
535,1,2013/10/25,0,99112822,0.0,0.0,0.0,6.0,
536,0,2011/12/13,0,3740,33.548,91.93,103.56,0.0,
537,1,2011/8/2,0,99003576,0.0,0.0,0.0,,
538,0,2010/12/4,0,99005046,57.721,199.27,30.32,0.0,86695901.0
539,1,2014/1/7,0,99114784,0.0,0.0,0.0,6.0,
540,0,2014/8/29,0,99003576,65.049,99.59,332.6,0.0,35220406.0
541,0,2012/8/21,0,99003577,79.562,139.99,140.78,0.0,1320400.0
542,0,2014/8/5,0,25101,88.646,762.41,187.23,1.0,
543,0,2011/2/26,0,99003579,125.635,1296.91,0.92,0.0,35796905.0
544,0,2012/10/7,0,25128,18.827,774.58,67.62,1.0,
545,0,2014/2/13,0,99005052,112.823,1184.69,109.11,0.0,86267502.0
546,1,2012/10/19,0,99005934,0.0,0.0,0.0,,
547,0,2014/6/8,0,25101,0.0,0.0,0.0,7.0,
548,1,2013/6/26,0,99003577,0.0,0.0,0.0,6.0,
549,1,2013/8/20,0,99003577,0.0,0.0,0.0,6.0,
550,0,2014/9/13,0,99114783,19.406,28.63,89.32,1.0,
551,0,2014/4/6,0,99112822,84.94,893.0,452.04,1.0,
552,1,2013/5/17,0,99106763,0.0,0.0,0.0,4.0,
553,0,2014/6/23,0,99003576,53.441,108.02,26.43,0.0,86316402.0
554,0,2014/8/18,0,25101,228.089,1326.46,24.96,1.0,
555,1,2014/1/16,0,99112822,0.0,0.0,0.0,6.0,
556,1,2013/5/1,0,99106763,0.0,0.0,0.0,6.0,
557,0,2014/7/22,0,99003576,173.945,196.51,960.78,0.0,86482102.0
558,0,2014/7/25,0,99114784,93.884,383.17,937.5,1.0,
559,0,2014/4/2,0,700001,0.245,0.0,0.0,0.0,
560,1,2012/9/19,0,99002138,0.0,0.0,0.0,6.0,
561,0,2014/6/9,0,99003577,45.178,185.98,60.12,0.0,
562,0,2012/8/29,0,99003577,42.654,863.87,0.0,0.0,35953405.0
563,0,2011/3/15,0,99003577,0.0,0.0,0.0,1.0,
564,0,2014/6/12,0,99003576,160.916,692.51,1361.55,0.0,99000265.0
565,1,2013/9/7,0,99002138,0.0,0.0,0.0,6.0,
566,0,2014/9/20,0,99112822,0.0,0.0,0.06,1.0,
567,0,2012/7/19,0,99005934,0.0,0.0,0.0,1.0,
568,0,2014/9/10,0,99114783,0.0,0.0,0.0,3.0,
569,1,2012/7/22,0,99003576,0.0,0.0,0.0,6.0,
570,0,2014/7/11,0,25101,9.811,63.17,96.75,1.0,
571,0,2012/9/29,0,99002147,0.0,0.0,0.0,1.0,
572,1,2012/10/5,0,40000001,0.0,0.0,0.0,6.0,
573,0,2014/10/18,0,99003576,0.0,0.0,0.0,0.0,
574,1,2013/9/6,0,99002305,0.0,0.0,0.0,6.0,
575,0,2014/2/12,0,99003576,60.375,463.46,78.35,0.0,
576,0,2014/4/29,0,99005052,65.867,31.95,139.88,0.0,86398102.0
577,0,2014/2/7,0,99002309,324.563,1832.54,557.32,0.0,35877805.0
578,0,2010/1/5,0,3744,16.963,325.57,21.83,0.0,
579,0,2014/2/20,0,99003577,42.264,118.22,0.0,0.0,
580,1,2014/9/23,0,99112822,0.0,0.0,0.0,0.0,
581,1,2012/7/27,0,99002138,0.0,0.0,0.0,6.0,
582,1,2014/8/23,0,99112822,0.0,0.0,0.0,0.0,
583,0,2013/9/5,0,99104722,83.835,252.63,618.79,1.0,
584,0,2002/8/1,0,99003576,95.274,436.39,67.96,0.0,35717805.0
585,0,2011/9/20,0,99005934,128.953,602.72,239.26,0.0,1296500.0
586,1,2014/5/23,0,99005044,0.0,0.0,0.0,6.0,
587,0,2014/6/19,0,25101,0.0,0.0,0.0,3.0,
588,0,2014/7/3,0,25101,0.0,0.0,0.0,7.0,
589,0,2013/9/4,0,99104722,115.792,261.01,1261.66,1.0,
590,0,2014/7/18,0,25101,0.0,0.0,0.0,3.0,
591,0,2013/10/22,0,25101,58.409,848.76,204.18,1.0,
592,0,2014/6/27,0,99003577,0.0,0.0,0.0,0.0,
593,0,2006/12/26,0,2865,117.138,2096.01,99.74,0.0,
594,0,2012/8/1,0,99005935,61.26,245.47,56.18,0.0,86262002.0
595,0,2014/7/14,0,99005799,4.717,0.0,0.31,0.0,
596,0,2014/7/30,0,99003576,87.822,55.72,48.49,0.0,35246506.0
597,1,2012/6/7,0,99005935,0.0,0.0,0.0,,
598,0,2014/2/17,0,25206,44.663,101.16,113.68,1.0,
599,0,2011/10/20,0,99002138,63.893,394.76,262.5,0.0,1341900.0
600,0,2012/5/6,0,99003576,60.375,228.46,3.21,0.0,
601,0,2002/8/3,0,2508,33.231,16.9,108.46,0.0,35482905.0
602,0,2012/7/13,0,99005934,0.0,0.0,0.0,5.0,
603,1,2013/5/4,0,99005934,0.0,0.0,0.0,6.0,
604,0,2013/12/30,0,99003576,73.274,151.04,0.14,0.0,
605,0,2014/3/16,0,25139,0.0,0.0,0.0,7.0,
606,0,2014/7/23,0,99002147,42.843,0.0,0.0,5.0,
607,0,2014/9/7,0,99002138,64.385,627.9,150.28,0.0,86431202.0
608,0,2013/9/1,0,99112822,123.332,52.93,73.13,1.0,
609,0,2011/12/25,0,99003577,0.0,0.0,0.0,1.0,
610,0,2012/8/29,0,99005934,29.313,19.85,17.41,0.0,
611,1,2013/5/6,0,99106763,0.0,0.0,0.0,6.0,
612,0,2014/10/1,0,99003576,0.0,0.0,0.0,0.0,
613,0,2009/7/3,0,3744,13.964,135.18,0.0,0.0,86027002.0
614,0,2013/9/9,0,99112822,81.522,102.64,654.82,1.0,
615,0,2014/6/3,0,99112822,40.565,23.18,503.34,1.0,
616,0,2014/8/27,0,25101,22.662,168.58,6.96,1.0,
617,0,2011/12/8,0,99002307,173.124,215.53,375.98,0.0,1296500.0
618,0,2013/2/23,0,99003578,85.466,151.14,128.17,0.0,86885001.0
619,1,2014/8/27,0,99112822,0.0,0.0,0.0,0.0,
620,0,2014/6/29,0,99003576,60.375,33.2,0.0,0.0,
621,0,2014/1/27,0,99002138,61.452,0.0,0.0,0.0,
622,0,2002/3/21,0,99005934,91.926,1129.51,50.46,0.0,86432601.0
623,0,2012/8/6,0,3979,0.0,0.0,0.0,5.0,
624,0,2006/4/3,0,99003579,152.832,770.6,0.0,0.0,35394505.0
625,1,2010/1/1,0,99003576,0.0,0.0,0.0,,
626,0,2014/6/24,0,99112822,77.358,551.4,333.74,1.0,
627,0,2014/7/1,0,25101,0.0,0.0,0.0,3.0,
628,0,2011/1/27,0,99003576,109.058,110.33,244.84,0.0,1347600.0
629,0,2014/8/16,0,99002138,89.384,81.71,35.8,0.0,86482102.0
630,0,2014/9/9,0,25101,41.978,357.37,3.05,1.0,
631,0,2014/2/14,0,99005052,115.168,468.18,593.42,0.0,86223002.0
632,0,2003/7/12,0,99005052,101.064,1313.08,125.88,0.0,1313300.0
633,0,2013/9/5,0,99104722,72.827,134.32,1299.9,1.0,
634,0,2013/9/12,0,25210,0.0,0.0,0.0,3.0,
635,0,2014/8/1,0,99114782,0.0,0.0,0.0,3.0,
636,0,2014/8/3,0,25101,0.0,0.0,0.0,3.0,
637,1,2013/9/7,0,99112822,0.0,0.0,0.0,6.0,
638,0,2014/9/10,0,25101,0.0,0.0,0.0,3.0,
639,0,2014/2/12,0,99003576,71.354,387.14,0.04,0.0,35584403.0
640,0,2002/5/23,0,99005934,154.148,1203.76,289.44,0.0,35856205.0
641,1,2013/12/24,0,99005044,0.0,0.0,0.0,6.0,
642,1,2012/8/6,0,99002138,0.0,0.0,0.0,6.0,
643,0,2014/7/30,0,99003576,87.916,319.05,64.11,0.0,86469202.0
644,0,2011/11/10,0,3740,23.656,93.35,43.21,0.0,
645,0,2012/7/20,0,99002147,69.488,189.62,379.84,0.0,86331901.0
646,1,2013/12/31,0,99005934,0.0,0.0,0.0,6.0,
647,0,2014/9/8,0,25101,9.434,0.0,0.0,1.0,
648,0,2013/7/16,0,99003576,0.0,0.0,0.0,1.0,
649,0,2011/11/25,0,99003576,0.0,0.0,0.0,5.0,
650,0,2010/10/8,0,99005934,0.0,0.0,0.0,1.0,
651,0,2012/11/17,0,3970,28.38,367.29,56.51,0.0,
652,0,2014/9/5,0,99112822,0.0,0.0,0.0,3.0,
653,0,2014/8/19,0,99114782,9.429,0.0,0.0,1.0,
654,0,2012/3/25,0,3979,23.954,3.7,105.39,0.0,86141001.0
655,0,2004/9/16,0,99005934,87.957,540.19,209.05,0.0,35340506.0
656,1,2014/1/13,0,99114784,0.0,0.0,0.0,6.0,
657,0,2014/3/25,0,25101,0.135,0.0,0.0,7.0,
658,1,2013/2/11,0,99106763,0.0,0.0,0.0,6.0,
659,0,2014/9/30,0,99003576,97.445,463.97,721.46,0.0,
660,0,2014/8/5,0,99003576,60.375,603.41,578.41,0.0,86398902.0
661,0,2012/8/11,0,3970,0.0,0.0,0.0,5.0,
662,0,2014/6/17,0,99002139,107.513,248.8,300.21,0.0,35990105.0
663,0,2013/12/24,0,99005934,29.497,4.44,33.68,0.0,
664,1,2012/11/10,0,99104723,0.0,0.0,0.0,6.0,
665,0,2014/9/4,0,99114784,0.0,0.35,0.83,3.0,
666,0,2014/8/29,0,99003576,268.987,1681.24,470.81,,
667,0,2014/9/17,0,99005799,4.717,0.0,0.0,0.0,
668,1,2013/10/2,0,99002147,0.0,0.0,0.0,6.0,
669,0,2014/8/1,0,99106763,15.604,92.62,282.97,1.0,
670,1,2012/10/3,0,99005935,67.958,7.33,0.0,,
671,0,2014/9/3,0,25101,0.0,0.0,0.0,3.0,
672,0,2010/12/31,0,99002309,274.681,1249.66,155.11,0.0,
673,0,2014/2/9,0,99112822,31.131,112.26,361.53,1.0,
674,1,2012/8/22,0,40000001,0.0,0.0,0.0,6.0,
675,0,2013/12/30,0,99106763,0.0,0.0,0.0,7.0,
676,0,2014/9/1,0,99114782,16.03,72.03,14.94,1.0,
677,0,2013/6/21,0,99104723,43.176,102.75,114.77,0.0,
678,0,2014/5/22,0,99003576,70.529,212.31,540.99,0.0,86282002.0
679,0,2014/10/29,0,99112822,34.212,104.64,152.05,1.0,
680,0,2014/9/29,0,99003576,96.595,95.49,149.26,0.0,
681,0,2014/1/2,0,99114784,69.904,278.05,511.22,1.0,
682,1,2014/8/24,0,99112822,0.0,0.0,0.0,0.0,
683,0,2010/11/6,0,99002309,0.0,0.0,0.0,1.0,
684,1,2014/5/17,0,99005935,75.466,0.0,0.0,6.0,
685,0,2013/12/25,0,99106763,0.0,0.0,0.0,2.0,
686,0,2014/1/4,0,99002138,61.637,185.75,100.94,0.0,86267502.0
687,0,2014/8/11,0,99114782,9.429,0.0,0.0,1.0,
688,1,2011/5/18,0,99003577,0.0,0.0,0.0,,
689,0,2014/8/1,0,99003576,43.91,357.76,21.85,0.0,
690,0,2013/4/2,0,99005799,4.717,0.0,0.07,0.0,
691,1,2011/4/29,0,99005934,0.0,0.0,0.0,6.0,
692,0,2014/9/11,0,99112822,55.594,991.29,498.3,1.0,
693,0,2013/8/6,0,99005799,4.717,0.0,0.0,0.0,
694,1,2012/7/6,0,99005046,0.0,0.0,0.0,6.0,
695,0,2014/5/1,0,99114784,33.113,148.34,560.05,1.0,
696,0,2013/7/29,0,99003821,0.0,0.0,0.0,7.0,
697,0,2009/12/27,0,99005044,0.0,0.0,0.0,1.0,
698,0,2014/8/8,0,25101,27.628,6.47,344.58,1.0,
699,0,2014/1/20,0,99112822,80.266,591.37,613.96,1.0,
700,0,2014/9/11,0,25101,18.091,166.67,0.0,1.0,
701,0,2011/4/16,0,99005046,0.0,0.0,0.0,1.0,
702,1,2014/1/21,0,99002147,0.0,0.0,0.0,6.0,
703,0,2014/9/4,0,25101,0.0,0.0,0.0,3.0,
704,1,2013/7/22,0,99002138,0.0,0.0,0.0,6.0,
705,0,2014/8/31,0,99003576,20.125,0.43,0.0,0.0,
706,0,2014/9/17,0,25101,36.321,0.0,0.11,1.0,
707,1,2014/8/23,0,99114784,0.0,0.0,0.0,0.0,
708,0,2014/6/18,0,99005044,0.0,0.0,0.0,1.0,
709,0,2010/3/8,0,99003579,0.0,0.0,0.0,5.0,
710,0,2014/8/5,0,25101,9.434,1.54,0.0,1.0,
711,0,2014/2/19,0,99005046,29.405,136.13,9.5,0.0,86084102.0
712,1,2014/10/27,0,99112822,0.0,0.0,0.0,0.0,
713,0,2014/9/4,0,25101,23.722,226.72,0.0,1.0,
714,0,2014/9/17,0,99112822,30.794,188.25,646.37,1.0,
715,1,2012/12/15,0,40000001,0.0,0.0,0.0,,
716,1,2014/8/21,0,99114784,0.0,0.0,0.0,0.0,
717,0,2014/4/29,0,99003576,0.0,0.0,0.0,5.0,
718,1,2013/8/17,0,99003577,0.0,0.0,0.0,6.0,
719,0,2014/1/3,0,99003577,0.0,0.0,0.0,5.0,
720,0,2011/10/9,0,99003578,80.481,12.51,376.42,0.0,35304304.0
721,0,2013/3/14,0,99002305,0.0,0.0,0.0,5.0,
722,0,2014/8/17,0,99003576,53.243,425.61,195.1,0.0,86325902.0
723,0,2009/7/1,0,99005934,64.366,507.48,98.96,0.0,35888304.0
724,0,2014/7/28,0,99112822,0.0,0.0,0.0,7.0,
725,1,2013/8/21,0,99104722,0.0,0.0,0.0,0.0,
726,0,2014/1/15,0,99003576,80.49,71.22,134.04,0.0,86207302.0
727,0,2014/9/13,0,99003576,53.351,8.63,0.0,0.0,
728,0,2013/6/19,0,25212,75.472,0.0,3996.15,1.0,
729,0,2014/7/30,0,25101,9.434,0.0,0.0,1.0,
730,1,2013/4/20,0,99003577,0.0,0.0,0.0,6.0,
731,1,2014/1/23,0,99003576,322.938,0.0,0.0,6.0,
732,0,2014/5/23,0,99112822,0.135,0.0,0.0,7.0,
733,0,2014/6/15,0,99005935,42.104,20.05,4.41,0.0,86417902.0
734,0,2014/1/14,0,99005046,29.864,209.71,0.0,0.0,
735,1,2013/8/14,0,99003577,0.0,0.0,0.0,6.0,
736,1,2013/10/14,0,99112822,0.0,0.0,0.0,6.0,
737,1,2014/8/22,0,99112822,0.0,0.0,0.0,0.0,
738,0,2012/9/11,0,99005799,4.717,0.0,0.0,0.0,
739,0,2014/6/29,0,99003576,60.375,30.3,0.0,0.0,
740,0,2013/9/25,0,99005046,0.0,0.0,0.0,1.0,
741,0,2014/6/28,0,25101,9.434,0.0,0.0,1.0,
742,0,2014/6/9,0,25101,12.969,3.47,8.29,1.0,
743,1,2014/7/16,0,99114782,0.0,0.0,0.0,0.0,
744,0,2013/5/1,0,99106763,0.135,0.0,0.0,7.0,
745,0,2014/7/19,0,25101,0.0,0.0,0.0,3.0,
746,0,2014/2/19,0,99005046,29.392,155.57,0.0,0.0,
747,0,2014/5/29,0,99002144,269.91,1355.02,1306.89,0.0,35755505.0
748,0,2014/2/26,0,99003577,51.259,47.92,0.0,0.0,
749,1,2010/2/12,0,99002140,0.0,0.0,0.0,6.0,
750,0,2014/6/23,0,99005044,30.247,32.28,150.97,0.0,35720205.0
751,0,2007/8/24,0,99002138,97.179,668.06,276.66,0.0,86309202.0
752,0,2013/10/14,0,25101,10.566,41.2,63.48,1.0,
753,1,2014/8/8,0,99112822,0.0,0.0,0.0,0.0,
754,1,2014/8/23,0,99112822,0.0,0.0,0.0,0.0,
755,0,2011/5/9,0,3903,19.267,102.53,30.85,0.0,86095202.0
756,1,2014/1/3,0,99112822,0.0,0.0,0.0,6.0,
757,0,2012/10/4,0,99005934,0.0,0.0,0.0,5.0,
758,0,2011/10/11,0,99003578,156.476,1411.88,574.23,0.0,35877605.0
759,0,2012/7/24,0,99005934,0.0,0.0,0.0,5.0,
760,0,2014/10/16,0,99114782,6.129,0.0,0.0,1.0,
761,0,2014/1/22,0,99002147,42.843,28.22,275.99,0.0,
762,0,2013/4/1,0,99003577,43.294,199.8,56.96,0.0,
763,1,2014/10/27,0,99106763,0.0,0.0,0.0,4.0,
764,0,2014/7/11,0,99005799,4.717,0.0,0.0,0.0,
765,1,2014/8/9,0,99112822,0.0,0.0,0.0,0.0,
766,1,2014/10/17,0,99114783,0.0,0.0,0.0,0.0,
767,0,2012/8/29,0,99104645,26.257,169.59,0.0,1.0,
768,0,2014/10/4,0,99114784,32.26,1.38,424.73,1.0,
769,0,2014/10/10,0,700111,2.83,0.0,0.0,0.0,
770,1,2014/8/22,0,99112822,0.0,0.0,0.0,0.0,
771,0,2010/12/2,0,3906,0.0,0.0,0.0,5.0,
772,0,2013/1/11,0,99002138,107.333,361.31,339.38,0.0,86836601.0
773,1,2014/8/14,0,99106763,0.0,0.0,0.0,0.0,
774,0,2014/8/4,0,99114782,29.756,430.54,0.0,1.0,
775,0,2014/6/1,0,99005934,36.183,177.07,111.72,0.0,35723903.0
776,1,2014/1/29,0,99106763,0.0,0.0,0.0,6.0,
777,0,2011/8/11,0,99005884,64.843,0.0,22.91,0.0,
778,1,2012/4/1,0,99002147,0.0,0.0,0.0,6.0,
779,0,2014/7/16,0,25101,14.144,166.95,0.0,1.0,
780,0,2014/4/21,0,99005799,4.717,0.0,0.0,0.0,
781,0,2013/10/23,0,99003576,60.375,368.48,0.0,0.0,
782,0,2014/7/17,0,99005052,61.101,470.68,75.65,0.0,
783,0,2014/1/6,0,99002143,1182.86,380.16,4092.74,0.0,35877705.0
784,1,2014/1/11,0,99114785,0.0,0.0,0.0,6.0,
785,1,2014/8/29,0,99112822,0.0,0.0,0.0,0.0,
786,0,2014/10/15,0,99112822,46.446,625.39,245.9,1.0,
787,1,2013/4/17,0,99005935,0.0,0.0,0.0,6.0,
788,1,2013/10/31,0,99106764,0.0,0.0,0.0,6.0,
789,1,2013/9/24,0,99003577,0.0,0.0,0.0,6.0,
790,0,2014/9/26,0,25210,75.472,0.0,4684.51,1.0,
791,1,2014/7/29,0,99114784,0.0,0.0,0.0,0.0,
792,0,2014/10/31,0,99003576,43.91,0.0,0.0,0.0,
793,1,2013/3/8,0,99003576,0.0,0.0,0.0,6.0,
794,1,2014/6/14,0,99116022,0.0,0.0,0.0,0.0,
795,1,2014/8/16,0,99112822,0.0,0.0,0.0,0.0,
796,0,2014/1/19,0,99003576,62.609,309.76,87.87,0.0,
797,0,2010/12/22,0,99002147,0.0,0.0,0.0,1.0,
798,0,2006/12/1,0,25128,18.689,57.83,25.88,1.0,
799,0,2014/7/14,0,99112822,0.0,0.0,0.0,7.0,
800,0,2014/7/20,0,25101,0.0,0.0,0.0,3.0,
